ID,LESSON,BOOK_LESSON,SUBJECT,TITLE,BOOK_TITLE,TIMESTAMP,VOLUME,PAGE,DESCRIPTION,BOOK_DESCRIPTION,INVENTOR
874,85-1,NONE,Card Magic Vol 1,Fred Lowe's Card in Glass,NONE,0:00:10,7,64,Reveal a chosen card by having it appear inside a mason jar while covered by a handkerchief.,NONE,NONE
875,85-1,NONE,Card Magic Vol 1,Audley Walsh's Three Card Monte,NONE,0:09:17,7,67,A handy little convincer you can add to any three card monte routine allowing you to mark the money card yet still get away with the swindle.,NONE,NONE
876,85-1,NONE,Card Magic Vol 1,Barry Stevenson's Card in Wallet,NONE,0:21:41,7,70,A selected card appears in a previously examined empty envelope held by the spectator.,NONE,NONE
877,85-1,NONE,Card Magic Vol 1,Bob Gunther's Repeat Card to Wallet,NONE,0:36:32,7,73,"A no-palm card to wallet, instantly repeatable with no reset.",NONE,NONE
878,85-1,NONE,Card Magic Vol 1,Eric Peterson's Card Prediction,NONE,0:43:18,7,76,A stand-up piece where your helper magically matches three hidden cards in increasingly impossible ways.,NONE,NONE
879,85-1,NONE,Card Magic Vol 1,Mel Jones' Shower of Cards,NONE,1:01:16,7,79,You'll learn how to catch a chosen card out of a flutter of falling cards using two different methods.,NONE,NONE
880,85-1,NONE,Card Magic Vol 1,Ludor Fiedler's Sure-Fire Force,NONE,1:15:27,7,82,"A wonderfully clever method that takes care of both forcing and vanishing a card, which you can make reappear wherever you want.",NONE,NONE
881,85-1,NONE,Card Magic Vol 1,X Equals Five,NONE,1:24:09,7,84,An incredible paper-folding playing card revelation.,NONE,NONE
882,85-1,NONE,Card Magic Vol 1,Die-Duction,NONE,1:36:33,7,86,Know a card at any number rolled by 3 dice.,NONE,NONE
883,85-1,NONE,Card Magic Vol 1,Mental Thought Pin-Up Girls,NONE,1:57:17,7,91,Print your own business cards with your bare hands.,NONE,NONE
884,85-1,NONE,Card Magic Vol 1,"Oriental ""Decoder"" Prediction",NONE,2:09:58,7,93,How to decode strange alien messages.,NONE,NONE
885,85-1,NONE,Card Magic Vol 1,Orville Meyer's Miniscape,NONE,2:23:40,7,95,A mini card escapes from inside a lamination.,NONE,NONE
886,85-1,NONE,Card Magic Vol 1,The Baxter-Lorayne Wrap-Around Reverse,NONE,2:36:38,7,98,How to reverse a chosen card in a deck placed out of reach on the table.,NONE,NONE
887,85-1,NONE,Card Magic Vol 1,Bob Baxter's Rising and Vanishing Card,NONE,2:43:17,7,103,"Make any card rise out of the deck while covered, and eventually vanish completely.",NONE,NONE
888,85-2,NONE,Card Magic Vol 2,Irving Berk's Card-Forcing Box,NONE,0:00:10,7,105,Learn how to make a ungimmicked box that will force a card (or cards) or make a signed selection come to the top all while the deck is isolated inside.,NONE,NONE
889,85-2,NONE,Card Magic Vol 2,Alan Alan's Rising Card,NONE,0:11:08,7,108,A cool gadget you can build and wear that allows you to make a card rise from an ordinary deck.,NONE,NONE
890,85-2,NONE,Card Magic Vol 2,The Mesmerized Cards,NONE,0:30:34,7,112,Learn how to make cards magnetically cling to your palm.,NONE,NONE
891,85-2,NONE,Card Magic Vol 2,Bet-A-Dollar Color Change,NONE,0:38:10,7,114,A nice and easy color-change that uses a bill and requires no sleight-of-hand.,NONE,NONE
892,85-2,NONE,Card Magic Vol 2,Topsy-Turvy Follow Me,NONE,0:45:44,7,116,A follow-the-leader-style packet trick which allows everyone to find their own cards.,NONE,NONE
893,85-2,NONE,Card Magic Vol 2,Tony Noice's Card Transposition,NONE,0:57:35,7,119,"If sleight-of-hand is your thing, you'll have some fun with this quick transposition sequence.",NONE,NONE
894,85-2,NONE,Card Magic Vol 2,Rising Cards from Envelope,NONE,1:06:56,7,121,"Using only a couple of common office supplies, you can perform a nifty rising card routine where everything ends clean.",NONE,NONE
895,85-2,NONE,Card Magic Vol 2,Seeing through the Deck,NONE,1:15:14,7,124,A strange (nearly self-working) way to pinpoint a selected card.,NONE,NONE
896,85-2,NONE,Card Magic Vol 2,Two Hindu Shuffle Forces of More than One Card,NONE,1:30:59,7,128,"A number of ways to force, glimpse, and control cards with the Hindu Shuffle.",NONE,NONE
897,85-2,NONE,Card Magic Vol 2,The Boston-Lorayne Card Change,NONE,1:43:37,7,133,A pretty color-change using a fan of cards.,NONE,NONE
898,85-2,NONE,Card Magic Vol 2,Stripper Spin Reverse,NONE,1:48:42,7,135,Super-slick method to gain control over multiple cards using a mixture of sleight-of-hand and a common gimmicked deck.,NONE,NONE
899,85-2,NONE,Card Magic Vol 2,The Non Telephone Telephone Trick,NONE,1:55:22,7,137,Magic mixed with a bit of math used to find multiple cards in a random process.,NONE,NONE
900,85-2,NONE,Card Magic Vol 2,A Red and Black Separation,NONE,2:14:42,7,139,You'll learn how to get the red and black cards to instantly separate even though you've mixed them together face-up.,NONE,NONE
901,86-1,NONE,Rope Magic,Tarbell's Chinese Rope Chain,NONE,0:00:10,7,145,A piece of rope tied into a chain of loops is cut into many short pieces and then magically restored.,NONE,NONE
902,86-1,NONE,Rope Magic,The Many-Cut Rope Mystery,NONE,0:06:54,7,147,"Repeatedly cut a long rope into a bunch of tiny pieces, and restore it.",NONE,NONE
903,86-1,NONE,Rope Magic,Tarbell's Sympathetic Ropes,NONE,0:16:09,7,150,"Tie a knot in one rope and a knot appears in the other. Untie the knot, and it's gone from the other. You can even cut one and the other one will also, magically, be cut.",NONE,NONE
904,86-1,NONE,Rope Magic,Tarbell's Zip-Over Rope Mystery,NONE,0:31:10,7,153,Learn a way to steal the knots right off the center of another piece of rope.,NONE,NONE
905,86-1,NONE,Rope Magic,Crocheting with your Teeth,NONE,0:40:05,7,156,Restore a cut string by weaving the ends together in your mouth.,NONE,NONE
906,86-1,NONE,Rope Magic,Borrowed Ring on Loop of String,NONE,0:46:32,7,159,A sneaky wager with a silly solution becomes a real mystery as a knot visibly melts back into a piece of rope.,NONE,NONE
907,87-1,NONE,Novelty Magic Vol 1,Borrowed Ring in Box,NONE,0:00:10,7,163,A borrowed ring vanishes from your bare hands and re-appears in an isolated ring box on view the whole time.,NONE,NONE
908,87-1,NONE,Novelty Magic Vol 1,TV Surprise,NONE,0:12:26,7,167,A versatile method to produce a series of objects from a handkerchief that you can customize to your needs on a moment's notice.,NONE,NONE
909,87-1,NONE,Novelty Magic Vol 1,Ed Mishell's Ribbon-Cut,NONE,0:25:05,7,171,"A direct cut-and-restored ribbon with a clean, bare-handed display.",NONE,NONE
910,87-1,NONE,Novelty Magic Vol 1,The Electro-Static Cigarette,NONE,0:28:08,7,173,"A fun, and puzzling, stunt with a borrowed cigarette.",NONE,NONE
911,87-1,NONE,Novelty Magic Vol 1,Glenn Gravatt's Word Matching,NONE,0:35:35,7,176,"An audience-participation word-matching routine, now reframed and redesigned to appeal to modern sensabilities.",NONE,NONE
912,87-1,NONE,Novelty Magic Vol 1,Glenn Gravatt's Color Ring Penetration,NONE,0:56:47,7,181,"Four different-color, secret prize bags hang on a solid stick held by your helper. The chosen color penetrates off and everything can be examined.",NONE,NONE
913,87-1,NONE,Novelty Magic Vol 1,Ungimmicked Balloon Penetration,NONE,1:13:01,7,186,Two pencils penetrate a standard 260 balloon trapped in a tube without any damage.,NONE,NONE
914,87-1,NONE,Novelty Magic Vol 1,Dave Lederman's Thimbles and Pea,NONE,1:26:46,7,187,"A wonderfully charming way to present the shell game with thimbles, segueing into the world's smallest cups and balls routine complete with large, final loads.",NONE,NONE
915,87-1,NONE,Novelty Magic Vol 1,The Diminishing Golf Ball,NONE,2:01:16,7,191,A golf ball visibly shrinks in size until it ultimately disappears.,NONE,NONE
916,87-2,NONE,Novelty Magic Vol 2,"Milton Tropp's ""Impromptu"" Broken and Restored Thread",NONE,0:00:10,7,193,A convenient way to carry and perform the broken-and-restored string trick everywhere you go. It's a nice method for walk-around situations.,NONE,NONE
917,87-2,NONE,Novelty Magic Vol 2,Leslie P Guest's Do it Yourself Magic and Color Ring Transposition,NONE,0:10:41,7,197,Updated design for a neat piece of do-it-yourself magic where you cut and fold an empty paper box to produce a hankerchief or other items.  A ring and string transposition where one color ring is released while the other penetrates onto the string.,NONE,NONE
918,87-2,NONE,Novelty Magic Vol 2,Ear it is,NONE,0:31:00,7,199,"Learn to make a pencil vanish, reappear, and then make your pad of paper vanish.",NONE,NONE
919,87-2,NONE,Novelty Magic Vol 2,Morty Rudnick's Funny Force,NONE,0:36:13,7,202,Force a number from 1 to 5 with this silly device.,NONE,NONE
920,87-2,NONE,Novelty Magic Vol 2,Visible Penetration,NONE,0:46:38,7,207,"Make a die penetrate out of, and back into, a sealed jar.",NONE,NONE
921,87-2,NONE,Novelty Magic Vol 2,The Color Changing Knives,NONE,0:58:00,7,209,"Learn Harlan's full routine for the color-changing knives with unexpected twists and a surprise ending. Plus, he will show you how you can make your own set.",NONE,NONE
922,87-2,NONE,Novelty Magic Vol 2,The Uncanny Penetrating Rubber Bands,NONE,1:16:23,7,214,"Harlan shows you the trick which inspired his work with rubber band magic and gives you all the ins and outs, twists and variations on this influential piece of magic.",NONE,NONE
923,87-2,NONE,Novelty Magic Vol 2,Impromptu Cigarettes from Midair,NONE,1:28:23,7,217,"A nifty cigarette production, updated to candles and a new presentation perfect for a birthday party theme.",NONE,NONE
924,87-2,NONE,Novelty Magic Vol 2,Another Ribbon Penetration,NONE,1:36:51,7,219,"A truly puzzling penetration of a borrowed ring onto a ribbon, now with a steamlined method leaving everything examinable at the end.",NONE,NONE
925,87-2,NONE,Novelty Magic Vol 2,Flip's Flipstick Silk and Wand,NONE,1:45:38,7,230,Learn one of the finest manipulation moves ever invented.,NONE,NONE
926,87-2,NONE,Novelty Magic Vol 2,Flip's Vanishing Glass,NONE,2:14:02,7,226,A wine glass containing an egg vanishes from under a handkerchief only to reappear right behind you.,NONE,NONE
927,88-1,NONE,Money Magic Vol 1,X-Cel,NONE,0:00:10,7,234,"An unexpected vanish of a penny, trapped under a post-it note.",NONE,NONE
928,88-1,NONE,Money Magic Vol 1,Bandit Bill,NONE,0:04:24,7,236,"Harlan's brand new method for penetrating a folded dollar bill onto, and off of, a rubber band.",NONE,NONE
929,88-1,NONE,Money Magic Vol 1,Gimmicked Coins,NONE,0:13:03,7,238,A look into the world of gimmicked coins. You will learn about a few of the more popular varieties.,NONE,NONE
930,88-1,NONE,Money Magic Vol 1,Copper and Silver through Table,NONE,0:20:14,7,241,"Either the copper or silver coin penetrates through the table, it's your spectators choice!",NONE,NONE
931,88-1,NONE,Money Magic Vol 1,Disjointed Account,NONE,0:28:11,7,243,"A copper coin impossibly switches places with a silver coin a couple of times no matter how closely they're watched, yet the coins may be examined at the end.",NONE,NONE
932,88-1,NONE,Money Magic Vol 1,Ultimate Silver and Copper,NONE,0:36:34,7,246,"Two coins, placed together in one of your hands, always magically return to separate hands, until one of them vanishes to re-appear under your helper's hands.",NONE,NONE
933,88-1,NONE,Money Magic Vol 1,Sol Stone's Changing Chips,NONE,0:44:37,7,248,"A poker chip visibly increases in value many times with just a wave of your hand, and you end with just a single chip.",NONE,NONE
934,88-1,NONE,Money Magic Vol 1,Sol Stone's Visual Copper and Silver,NONE,0:58:04,7,251,You'll learn a sleight-of-hand move used to cause an instantaneous transposition of a copper and silver coin.,NONE,NONE
935,88-1,NONE,Money Magic Vol 1,Continuous Coin Production and Vanish,NONE,1:05:24,7,254,"Using the same sleight-of-hand move, you'll learn how to continiously produce coins from thing air.",NONE,NONE
936,88-1,NONE,Money Magic Vol 1,Sol Stone's Miser's Dream Move,NONE,1:10:10,7,255,You'll learn how to incorporate the moves you have already learned into a Miser's Dream routine.,NONE,NONE
937,88-1,NONE,Money Magic Vol 1,The Sensitized Paper,NONE,1:17:12,7,257,"A forgotten gem where a tiny piece of paper, balanced on a coin, develops a miniature image of a selected card.",NONE,NONE
938,88-1,NONE,Money Magic Vol 1,Three and Three,NONE,1:27:40,7,262,"Poker chips jump invisibly from one place to another, even when held in handkerchiefs by two willing volunteers.",NONE,NONE
939,88-1,NONE,Money Magic Vol 1,Charlatan Chips,NONE,1:35:15,7,263,Learn how to make poker chips stick to your fingers in a very strange way.,NONE,NONE
940,88-1,NONE,Money Magic Vol 1,The Balancing Coins,NONE,1:41:40,7,265,"Learn how to balance poker chips, or coins, on the rim of a glass.",NONE,NONE
941,88-1,NONE,Money Magic Vol 1,An Amazing Coin Vanish,NONE,1:52:31,7,267,An incredible sleight-of-hand coin vanish from David Roth.,NONE,NONE
942,88-1,NONE,Money Magic Vol 1,Another Amazing Coin Vanish,NONE,1:57:50,7,269,Another incredible sleight-of-hand coin vanish from David Roth.,NONE,NONE
943,88-2,NONE,Money Magic Vol 2,Vincent Sabatino's Bill-Tube Presentation,NONE,0:00:10,7,271,"An unexpected vanish of a signed, borrowed dollar bill Which re-appears inside a lazer pointer!",NONE,NONE
944,88-2,NONE,Money Magic Vol 2,The Boxed Coins,NONE,0:24:52,7,278,"Coins vanish from your hands, and magically travel inside of an Okito Box.",NONE,NONE
945,88-2,NONE,Money Magic Vol 2,Tony Spina's Coin through Table,NONE,0:24:52,7,281,"A nifty move to make a single coin vanish, or penetrate through the table, while seated.",NONE,NONE
946,88-2,NONE,Money Magic Vol 2,Willie Schneider's Penny Inflation,NONE,0:40:11,7,283,"A penny to changes places with a silver dollar, and then grows in size.",NONE,NONE
947,88-2,NONE,Money Magic Vol 2,Frank Garcia's Flip-Over Penny,NONE,0:46:42,7,285,Learn how to command a penny to turn over all by itself on the back of your hand.,NONE,NONE
948,88-2,NONE,Money Magic Vol 2,A Nickel to Dime Routine,NONE,0:54:13,7,287,Learn how to take the classic Nickles to Dimes trick and turn it into an impressive transposition.,NONE,NONE
949,88-2,NONE,Money Magic Vol 2,Ee-Zee Money,NONE,1:05:34,7,289,Visibly print as much genuine currency as you wish using an easy-to-make printing plate.,NONE,NONE
950,88-2,NONE,Money Magic Vol 2,"Hair, There and Everywhere",NONE,1:14:45,7,294,You'll see how to animate a borrowed bill using nothing but an imaginary thread which you wrap up for your helper to keep.,NONE,NONE
951,88-2,NONE,Money Magic Vol 2,No Lapping Coins through Table,NONE,1:31:51,7,299,A fantastic coins through table routine that can be done while standing.,NONE,NONE
952,88-2,NONE,Money Magic Vol 2,The Travelers,NONE,1:48:38,7,302,A hand-to-hand coins across with a few nice surprises.,NONE,NONE
953,88-2,NONE,Money Magic Vol 2,Lenny Greenfader's Traveling Coins Addition,NONE,1:58:25,7,306,A coin catching stunt that slightly increases the level of difficulty for a big ending.,NONE,NONE
954,88-2,NONE,Money Magic Vol 2,Alan Alan's Decimated Coin Trick,NONE,2:05:17,7,308,"Two of your valuable, collectible coins vanish at your fingertips to reappear back in their protective folder.",NONE,NONE
955,89-1,NONE,Silk Magic,Phoa's Cut and Restored Silk,NONE,0:00:10,7,312,"An incredible cut and restored handkercheif. In Harlan's opinion, it's the best handkerchief trick ever invented.",NONE,NONE
